id,title,description_snippet,umbrella,subcluster_label,seed,confidence,videoCount
UC45W_AtKcDxSmWR1s1xsLEg,Matthew O'Brien,"Final Cut Pro Tips, Tricks & Tutorials  Camera & Film Gear Reviews  Post-Production Workflows & Data Management  Insight…",Business & Finance,com,com,0.584,369
UCru5yi7yq_Y8Q4Ye4eB0r2Q,MHFIN,I make entertaining finance videos with topics ranging from inflation to bitcoin.    Disclaimer: All videos are provided…,Business & Finance,make,make,1,452
UCmIxjdhwpUI5lDoslfDqcPQ,Money on The Side,My name is Ben and I teach aspiring entrepreneurs how to build a semi passive Amazon KDP business.  As living expenses c…,Business & Finance,business,business,1,125
UCs26XZBwrSZLiTEH8wcoVXw,Moz,"Moz: Marketing Analytics Software for SEO, Links, Social, and Brand • A Vibrant Online Marketing Community • Resources f…",Business & Finance,Other (Business & Finance),Other,0,1048
UCl-Zrl0QhF66lu1aGXaTbfw,Neil Patel,Learn digital marketing in just 5 minutes a day.,Business & Finance,Other (Business & Finance),Other,0,2168
UCbo-KbSjJDG6JWQ_MTZ_rNA,Nick Saraev,"Hi 👋 I'm Nick. I make money with AI & teach others how they can too.  I'm not the best in the world, nor are my accompli…",Business & Finance,make,make,0.536,255
UCUowDOg5xfSWV0hUYeUUbfw,Notepirate,"Learn Financial Accounting, Managerial (Cost) Accounting, Intermediate Accounting and Corporate Finance with Notepirate.…",Business & Finance,business,business,1,100
UCHvSoleJlpzZYEHpcn32Xng,NWVideoTours,Luxury Real Estate Videos,Business & Finance,Other (Business & Finance),Other,0,259
UC8JracmfBuygk-myx7lVZnw,On the House - Real Estate Marketing,The premiere real estate photography channel for Realtors and Property managers focused entirely on Marketing your busin…,Business & Finance,business,business,1,24
UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,"All things photography, video and being creative with a few too many coffees! For all business related inquiries, please…",Business & Finance,com,com,0.584,767
UCSiPjfAJBgbFlIUsxOWpK0w,PomplamooseMusic,"To support our home-grown music: http://www.patreon.com/Pomplamoose  Fan Mail: 600 Townsend, San Francisco, CA, 94103  P…",Business & Finance,com,com,0.513,580
UCrZ58f5yvy0HQ9hm-hZ1H_g,Portland Life,"Moving to Portland, Oregon? Book a call! Call #503-804-1466  We are all about Portland Living. We serve the surrounding …",Business & Finance,make,make,0.511,147
UCZa-aF5az5nT4PL4XecbCNw,Primal Investor,On A Journey To Elevate Financial Literacy & Progress.,Business & Finance,Other (Business & Finance),Other,0,150
UCCLD2QUYsDuHdBkQp10Yy0w,RUHM,"RUHM is a full-service agency of artists, luxury marketers, and real-estate consultants who package and promote the worl…",Business & Finance,Other (Business & Finance),Other,0,28
UCG98giOsUxIlXV0rNUhxLew,Ryan Serhant,Entrepreneur Founder and CEO Serhant Technologies Brands: SERHANT. | SELL IT | SERHANT. Studios | S.MPLE Netflix: Owning…,Business & Finance,Other (Business & Finance),Other,0,465
UCwjDLq70gf6j9B5ykweXJRg,Samazonkdp,Helping you build an Amazon KDP business that can replace your 9-5 and allow you to live entirely on your own terms.,Business & Finance,business,business,1,130
UCx7DWIF3zT2xapezCxIzNVQ,Sandra Di,Download my FREE Digital Product Roadmap: https://sandradi.myflodesk.com/digitalproductroadmap  Hi friend! 🖐🏻 I’m Sandra…,Business & Finance,business,business,1,112
UCs-HqvE13SeePDZEpC__Mkw,Scott Suggs,I’m an e-commerce business owner with over 6 years of experience and millions of dollars in sales. I’ve learned a ton du…,Business & Finance,business,business,1,33
UC6ITJIW6jgrrP5irR7WoHrw,Sean Dollwet,No BS business and investing advice by a 28 year old millionaire. If you want to learn how I built a simple publishing b…,Business & Finance,business,business,0.577,634
UCcaKZ3y-OXjmZZGD-OL--MQ,Self Publishing Empire,"I'm Craig and I'm turning my online side hustle on Amazon KDP into a Self Publishing Empire through self publishing low,…",Business & Finance,make,make,1,215
UCUol4EQWxfmxKUCiKjHxUjA,Smart Money Tactics,"Hi There! My name is Alen and welcome to my channel Smart Money Tactics!  On this channel, I posted videos on affiliate …",Business & Finance,make,make,0.815,29
UCLihM2pKzsuimSfMmlDB5EQ,StartupBros,We help new entrepreneurs build their first profitable business online,Business & Finance,business,business,1,75
UCSDNfhsWyNOz8foxx5p8unQ,Sweet Project Cars,Sweet Project Cars Uploads 2 videos per week for the DIY type person. We share money-saving tips and tricks about cars a…,Business & Finance,Other (Business & Finance),Other,0,792
UCqP533PjxjSyExyasIe8cNw,TekMatix,Tekmatix is your all-in-one CRM and business platform: https://www.tekmatix.com/  The Tekmatix channel shares demos and …,Business & Finance,business,business,1,238
UC0r6S4hmYdRcDnw7zey7Myg,The Bearded Butchers,"The Bearded Butchers have crafted their enterprise on a strong foundation of three pillars, each one integral to the suc…",Business & Finance,business,business,1,1656
UC1E1SVcVyU3ntWMSQEp38Yw,The Prof G Pod – Scott Galloway,"NYU Professor, best-selling author, business leader and serial entrepreneur Scott Galloway cuts through the biggest stor…",Business & Finance,business,business,1,882
UCIFk2uvCNcEmZ77g0ESKLcQ,The Why Files,"The Why Files is a channel for people who are fascinated (obsessed) with mysteries, myths, legends and conspiracies. We …",Business & Finance,business,business,1,363
UC9OJk22Mh_-aj0ruME96T2w,The Williams Fam,"Yes, we’re actually brothers! 4 dancing bros from a family of 6! 🕺  Business inquiries: mgmt@odysseyentgroup.com  New PO…",Business & Finance,com,com,0.584,936
UCcPuBEAwuF6XWXkcXJXJwsg,This Guy Edits,"This Guy is an ACE Award-nominated editor who cut for James Cameron, Joseph Gordon-Levitt, and Sundance filmmaker Mark W…",Business & Finance,business,business,1,181
UCdOPzgbosSnbfwd9-iXP2NA,Vanessa Lau,"I make videos that help creators feel good, have fun, do less, and earn  ̶m̶o̶r̶e̶ enough.  For business inquiries only:…",Business & Finance,make,make,0.379,501
UCnBMUbokI94_PY59m8yDMRg,VrTours Solutions,3D Virtual Tour for Real Estate & Business. Use a VR headset to Watch my videos.  360 Videos.,Business & Finance,business,business,1,19
UCMq1R1LgS04lIKdpLh_OS1w,Wes McDowell,Are you a small business owner trying to grow your customer base? I'll show you all my best website & digital marketing …,Business & Finance,business,business,0.671,440
UCovVc-qqwYp8oqwO3Sdzx7w,74 Gear,74 Gear / Pilot Kelsey Boeing 747 Pilot  All About Aviation   Join the 74 Crew on Instagram / Twitter:  @74Gear,Aviation & Flight,Other (Aviation & Flight),Other,0,315
UC1s_8hYVql2DuDmwuBt9yJA,Aus Flight Simmer,"Welcome to the Aus Flight Simmer channel - This channel is for the everyday flight simmer. This is where we fly, create …",Aviation & Flight,Other (Aviation & Flight),Other,1,1267
UCgMQxnLWLE8YSLFnH9SHmHQ,Blaze Grubbs,Welcome to my YouTube Channel!   I am a 21-year-old multi-engine commercial pilot with an IRA from the Northern Californ…,Aviation & Flight,Other (Aviation & Flight),Other,1,50
UCgJ5K7wWoFlnYC3e8eIxYrA,Drone U,Lower your learning curve and take flight with competence and confidence. From Part 107 instruction to methods of turnin…,Aviation & Flight,Other (Aviation & Flight),Other,1,1428
UCeRxxz9ByOqdd8A-0iF_Idg,Mayday: Air Disaster,Welcome to the OFFICIAL Mayday: Air Disaster YouTube Channel.  Mayday: Air Disaster is a dramatic non-fiction series tha…,Aviation & Flight,Other (Aviation & Flight),Other,0,1060
UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,"Welcome aboard, on my channel I will give you my point of view from inside the airline industry! Everything from descrip…",Aviation & Flight,Other (Aviation & Flight),Other,0,706
